road_class,name,start_lon,start_lat,end_lon,end_lat,num_points
motorway,Gandhinagar-Sarkhej Highway,72.6377643,23.196296,72.6244059,23.196612,19
motorway,,72.6240899,23.1966912,72.624388,23.1967586,2
motorway,,72.624388,23.1967586,72.6377869,23.1963988,20
motorway,,72.6377869,23.1963988,72.6393738,23.1962402,5
motorway,Sarkhej-Gandhinagar Highway,72.6011157,23.1853503,72.6104826,23.1903744,7
motorway,,72.5926907,22.87,72.5951366,22.9292139,63
motorway,,72.5954874,22.9292606,72.5928475,22.87,65
motorway,,72.4614292,22.87,72.4691734,22.8769748,8
motorway,Sardar Patel Ring Road,72.689462,23.0659705,72.6730831,23.0253255,33
motorway,,72.6726995,23.0248106,72.6726995,23.0248106,40
motorway,Sardar Patel Ring Road,72.6729529,23.0253315,72.6892156,23.0659378,29
motorway,,72.6816253,23.0477904,72.6817718,23.0477996,2
motorway,,72.6730798,23.0249852,72.7095673,23.016556,39
motorway,,72.7095115,23.0164568,72.6730778,23.0248394,52
motorway,Sardar Patel Ring Road,72.6728246,23.0244373,72.6718667,23.0203983,3
motorway,,72.6730143,23.0247636,72.6718667,23.0203983,11
motorway,,72.6716062,23.0199443,72.6727295,23.0247893,10
motorway,Sardar Patel Ring Road,72.6716062,23.0199443,72.6727221,23.0244632,3
motorway,Sardar Patel Ring Road,72.6730831,23.0253255,72.6728977,23.0246884,4
motorway,Sardar Patel Ring Road,72.6728901,23.0251359,72.6729529,23.0253315,3
motorway,Sardar Patel Ring Road,72.6728977,23.0246884,72.6728246,23.0244373,3
motorway,Sardar Patel Ring Road,72.6727221,23.0244632,72.6728901,23.0251359,4
motorway,H8A,72.50157,22.9868329,72.5017535,22.9869785,3
motorway,,72.4809401,22.9676763,72.4817471,22.9685135,2
motorway,,72.4818351,22.9684611,72.481008,22.9676002,2
motorway,,72.4817471,22.9685135,72.4886667,22.9756987,7
motorway,Sanathal Circle,72.4756144,22.9615379,72.4756144,22.9615379,23
motorway,Jawaharlal Nehru Road,72.5081918,22.9882003,72.5335793,22.9955534,31
motorway,Sola Overbridge,72.529628,23.091195,72.5185434,23.0531073,32
motorway,NH8A,72.4971985,22.9834792,72.50157,22.9868329,3
motorway,NH8A,72.4972349,22.98341,72.4927554,22.9795289,5
motorway,NH8A,72.5019241,22.9869068,72.5016394,22.9867785,3
motorway,NH8A,72.4927651,22.9798255,72.4971985,22.9834792,5
motorway,,72.5018834,22.9868989,72.5018834,22.9868989,21
motorway,,72.4932854,22.9818994,72.4887564,22.975596,14
motorway,,72.4704326,22.9557343,72.470071,22.9553253,4
motorway,,72.4699913,22.9553775,72.4703513,22.9558008,4
motorway,,72.446518,22.9867346,72.4469951,22.9868413,4
motorway,,72.4703513,22.9558008,72.4752382,22.9617793,7
motorway,Sardar Patel Ring Road,72.4712103,22.9835315,72.472519,22.9752449,20
motorway,Jawaharlal Nehru Road,72.533634,22.9954682,72.5081636,22.9881227,35
motorway,Thaltej Underbridge,72.5185434,23.0531073,72.5136447,23.0420498,24
motorway,Thaltej Underbridge,72.51361,23.0422683,72.5183971,23.0531234,18
motorway,Pakwan Overbridge,72.5136447,23.0420498,72.5099153,23.034443,11
motorway,Sola Overbridge,72.5183971,23.0531234,72.5294796,23.0912227,30
motorway,Iskcon Overbridge,72.5086804,23.0310412,72.5059143,23.0223111,10
motorway,,72.5059143,23.0223111,72.4962756,22.9914722,32
motorway,Iskcon Overbridge,72.5057853,23.0223558,72.5085534,23.0310637,9
motorway,,72.4889947,22.9871524,72.4716441,22.9874942,18
motorway,,72.4961305,22.9915024,72.5057853,23.0223558,30
motorway,Shantipura circle,72.4712337,22.9876703,72.4712337,22.9876703,20
motorway,,72.4706022,22.9876413,72.4712337,22.9876703,4
motorway,,72.4716564,22.9876465,72.4945681,22.987143,24
motorway,,72.4469951,22.9868413,72.4706022,22.9876413,20
motorway,,72.4470614,22.9867631,72.4465426,22.9866451,4
motorway,,72.4706,22.987553,72.4470614,22.9867631,19
motorway,,72.472519,22.9752449,72.4736818,22.9726357,4
motorway,,72.475593,22.9620738,72.4809401,22.9676763,10
motorway,,72.4755201,22.9615286,72.4704326,22.9557343,6
motorway,,72.4735703,22.9725927,72.4723767,22.9751881,4
motorway,Sardar Patel Ring Road,72.4723767,22.9751881,72.4710913,22.9835294,18
motorway,,72.4712376,22.9874915,72.4706,22.987553,4
motorway,Sardar Patel Ring Road,72.4724464,22.9948909,72.4760261,23.0055128,15
motorway,SG Highway,72.5410869,23.1305917,72.5330008,23.1028989,26
motorway,SG Highway,72.5328845,23.1029456,72.5409114,23.1306223,24
motorway,SG Highway,72.5305165,23.0943798,72.529628,23.091195,6
motorway,Gota Overbridge,72.5303879,23.0944053,72.5328845,23.1029456,4
motorway,SG Highway,72.5294796,23.0912227,72.5303879,23.0944053,6
motorway,Gota Overbridge,72.5330008,23.1028989,72.5305165,23.0943798,6
motorway,Sardar Patel Ring Road,72.4783989,23.032942,72.4775308,23.0237705,12
motorway,Sardar Patel Ring Road,72.4725688,22.9948794,72.4712103,22.9835315,21
motorway,S P Ring Road,72.5391909,23.136415,72.5083564,23.120941,22
motorway,Sardar Patel Ring Road,72.4774174,23.0237113,72.4782825,23.032972,10
motorway,,72.5099153,23.034443,72.5086804,23.0310412,10
motorway,,72.5085534,23.0310637,72.5098502,23.034667,9
motorway,Sardar Patel Ring Road,72.4773672,22.9584699,72.4742193,22.9710873,29
motorway,Sardar Patel Ring Road,72.4782825,23.032972,72.4801686,23.0443229,10
motorway,Sardar Patel Ring Road,72.4804774,22.953447,72.4801658,22.9539541,4
motorway,Sardar Patel Ring Road,72.4801225,23.0533857,72.4887833,23.0738981,17
motorway,Sardar Patel Ring Road,72.4743672,22.9711398,72.4774524,22.9584989,30
motorway,Sardar Patel Ring Road,72.4801686,23.0443229,72.4800405,23.047092,5
motorway,Sardar Patel Ring Road,72.4802893,22.9540163,72.4806034,22.9534966,3
motorway,Sardar Patel Ring Road,72.479969,23.0525621,72.4801369,23.0470986,11
motorway,,72.4886667,22.9756987,72.4931392,22.9819095,14
motorway,Sardar Patel Ring Road,72.4802632,23.044321,72.4783989,23.032942,11
motorway,,72.4933568,22.9826628,72.4944075,22.9860032,3
motorway,Sardar Patel Ring Road,72.4801707,23.0531225,72.479969,23.0525621,3
motorway,,72.4962756,22.9914722,72.493507,22.9826384,9
motorway,Sardar Patel Ring Road,72.4798853,23.0525808,72.480038,23.0531607,3
motorway,,72.4944075,22.9860032,72.4961305,22.9915024,8
motorway,,72.480018,23.0533338,72.480018,23.0533338,20
motorway,Sardar Patel Ring Road,72.4713917,22.9878335,72.4724464,22.9948909,15
motorway,,72.4945673,22.9869707,72.4889947,22.9871524,7
motorway,S P Ring Road,72.4943371,23.0889391,72.5077984,23.1208516,21
motorway,Jawaharlal Nehru Road,72.5081636,22.9881227,72.5020079,22.987011,9
motorway,Sardar Patel Ring Road,72.4889058,23.0738597,72.4802469,23.0533284,19
motorway,Jawaharlal Nehru Road,72.5019182,22.9871343,72.5081918,22.9882003,15
motorway,,72.492496,23.0843641,72.492496,23.0843641,22
motorway,Sardar Patel Ring Road,72.4710913,22.9835294,72.4713917,22.9878335,8
motorway,Jawaharlal Nehru Road,72.5335793,22.9955534,72.5364322,22.9961638,8
motorway,S P Ring Road,72.5079888,23.1206543,72.4944429,23.0889061,23
motorway,Sardar Patel Ring Road,72.4761562,23.0054634,72.4725688,22.9948794,13
motorway,Sardar Patel Ring Road,72.4800405,23.047092,72.4798853,23.0525808,10
motorway,Sardar Patel Ring Road,72.4760261,23.0055128,72.479163,23.0139117,8
motorway,Sardar Patel Ring Road,72.4801369,23.0470986,72.4802632,23.044321,5
motorway,Sardar Patel Ring Road,72.4887833,23.0738981,72.4888691,23.0741303,2
motorway,Sardar Patel Ring Road,72.479289,23.0138882,72.4761562,23.0054634,9
motorway,Sardar Patel Ring Road,72.4889966,23.0741069,72.4889058,23.0738597,2
motorway,Sardar Patel Ring Road,72.479163,23.0139117,72.4774174,23.0237113,18
motorway,Pakwan Overbridge,72.5098502,23.034667,72.51361,23.0422683,7
motorway,Sardar Patel Ring Road,72.4775308,23.0237705,72.479289,23.0138882,16
motorway,,72.493507,22.9826384,72.4932854,22.9818994,2
motorway,Sardar Patel Ring Road,72.4906839,23.0790518,72.4943371,23.0889391,9
motorway,,72.4931392,22.9819095,72.4933568,22.9826628,3
motorway,,72.4887564,22.975596,72.4818351,22.9684611,7
motorway,Sardar Patel Ring Road,72.4944429,23.0889061,72.490801,23.0790035,10
motorway,Sardar Patel Ring Road,72.490801,23.0790035,72.4889966,23.0741069,3
motorway,Sardar Patel Ring Road,72.4801658,22.9539541,72.4773672,22.9584699,5
motorway,Sardar Patel Ring Road,72.4888691,23.0741303,72.4906839,23.0790518,3
motorway,Side Road,72.5340685,22.9955571,72.5339041,22.9950707,5
motorway,Sardar Patel Ring Road,72.4774524,22.9584989,72.4802893,22.9540163,6
motorway,Side Road,72.5337018,22.9951441,72.5331154,22.9953295,6
motorway,Sardar Patel Ring Road,72.4742193,22.9710873,72.4735703,22.9725927,3
motorway,Sardar Patel Ring Road,72.4736818,22.9726357,72.4743672,22.9711398,3
motorway,Jawaharlal Nehru Road,72.5378431,22.9964284,72.536451,22.9960987,6
motorway,Jawaharlal Nehru Road,72.5364322,22.9961638,72.5377184,22.9964745,6
motorway,Ashram Road,72.5378073,22.9964985,72.5509031,23.0025798,50
motorway,,72.5431175,22.9984725,72.5431642,22.99841,3
motorway,Jawaharlal Nehru Road,72.536451,22.9960987,72.533634,22.9954682,7
motorway,,72.5472199,23.0012723,72.5471453,23.0013085,3
motorway,,72.5468262,23.0006783,72.5468861,23.0006311,2
motorway,,72.5458047,22.9998207,72.5458455,22.9997681,2
motorway,Ashram Road,72.5509366,23.0024966,72.5378431,22.9964284,53
motorway,,72.5451738,22.999452,72.5452249,22.9993985,2
motorway,Anjali Overbridge,72.5609408,23.0085261,72.5509366,23.0024966,48
motorway,Anjali Overbridge,72.5509031,23.0025798,72.5609086,23.0085878,44
motorway,,72.51188,22.9888645,72.5118588,22.9889424,2
motorway,,72.5477461,23.001855,72.5477733,23.0017837,2
motorway,,72.5476184,23.001694,72.5475719,23.0017703,2
motorway,Jawaharlal Nehru Road,72.5377184,22.9964745,72.5378073,22.9964985,2
motorway,,72.5827512,22.9894568,72.5884237,22.9732394,46
motorway,,72.5783216,23.0105564,72.5770582,23.0107947,6
motorway,Netaji Subhash Chandra Road,72.5694561,23.01226,72.5649735,23.0141877,16
motorway,Sardar Patel Ring Road,72.5911565,22.929463,72.5914777,22.929472,2
motorway,Sardar Patel Ring Road,72.5949533,22.929388,72.5913892,22.9293515,5
motorway,Aslali Circle,72.5949533,22.929388,72.5950098,22.9297541,5
motorway,Sardar Patel Ring Road,72.4806034,22.9534966,72.492739,22.9393707,11
motorway,Sardar Patel Ring Road,72.5910754,22.9293376,72.5413123,22.927135,38
motorway,Sardar Patel Ring Road,72.5955726,22.9297258,72.6087765,22.931318,11
motorway,Sardar Patel Ring Road,72.5913892,22.9293515,72.5910754,22.9293376,2
motorway,Sardar Patel Ring Road,72.5914777,22.929472,72.5950098,22.9297541,5
motorway,Sardar Patel Ring Road,72.6088086,22.9311906,72.5955916,22.9293658,11
motorway,,72.5950967,22.9298194,72.5881587,22.9725065,61
motorway,Sardar Patel Ring Road,72.5382411,22.9298208,72.5364768,22.9312853,2
motorway,Sardar Patel Ring Road,72.541098,22.9273036,72.5382411,22.9298208,5
motorway,Sardar Patel Ring Road,72.5383245,22.9298997,72.5413571,22.9275522,5
motorway,Sardar Patel Ring Road,72.5415468,22.9273774,72.5911565,22.929463,42
motorway,Sardar Patel Ring Road,72.5365572,22.9313666,72.5383245,22.9298997,2
motorway,,72.4524463,22.934641,72.4523234,22.9344887,2
motorway,,72.4523708,22.9347157,72.4699913,22.9553775,7
motorway,,72.4691734,22.8769748,72.4706459,22.8783309,2
motorway,,72.4522302,22.9345376,72.4523708,22.9347157,2
motorway,,72.470071,22.9553253,72.4524463,22.934641,10
motorway,Sardar Patel Ring Road,72.5034735,22.9361623,72.5365572,22.9313666,21
motorway,Sardar Bridge,72.5770582,23.0107947,72.5700209,23.0120973,4
motorway,Sardar Patel Ring Road,72.6810762,23.1071391,72.6735214,23.1109135,12
motorway,,72.6733016,23.1114785,72.6734604,23.1117966,3
motorway,Sardar Patel Ring Road,72.6814848,23.1067779,72.6810762,23.1071391,2
motorway,Sardar Patel Ring Road,72.6736803,23.1112243,72.6811815,23.1072358,16
motorway,Sardar Patel Ring Road,72.6815904,23.1069104,72.6868227,23.0939163,15
motorway,Sardar Patel Ring Road,72.6867023,23.0937036,72.6814848,23.1067779,15
motorway,Sardar Patel Ring Road,72.6811815,23.1072358,72.6815904,23.1069104,2
motorway,Sardar Bridge,72.5700562,23.0121906,72.5770822,23.0108872,5
motorway,,72.5623192,23.0097377,72.5623885,23.0096882,2
motorway,,72.5621232,23.0093666,72.5621996,23.0093302,2
motorway,,72.5643075,23.0132565,72.5643384,23.013197,2
motorway,,72.6732429,23.1108854,72.6732429,23.1108854,25
motorway,,72.5652684,23.014001,72.5649026,23.0139839,5
motorway,Sardar Patel Ring Road,72.6403855,23.1151923,72.6315553,23.1166193,11
motorway,Netaji Subhash Chandra Road,72.5650143,23.0142434,72.5695292,23.0123469,14
motorway,,72.5652311,23.0144191,72.5652564,23.0140698,4
motorway,Sardar Patel Ring Road,72.6516003,23.1155958,72.6642926,23.1141936,9
motorway,Sardar Patel Ring Road,72.6641756,23.1140947,72.651605,23.1154779,11
motorway,Ashram Road,72.5621232,23.0093666,72.5650143,23.0142434,31
motorway,,72.6768776,23.1182756,72.6736543,23.1112978,14
motorway,Sardar Patel Ring Road,72.6463993,23.1153424,72.6403855,23.1151923,5
motorway,Sardar Patel Ring Road,72.6730172,23.1111342,72.6641756,23.1140947,10
motorway,Sardar Patel Ring Road,72.6642926,23.1141936,72.6731208,23.1114036,8
motorway,Jamalpur Flyover Bridge,72.5839994,23.0110018,72.5783216,23.0105564,13
motorway,,72.5913435,23.0139991,72.5839994,23.0110018,14
motorway,Jamalpur Flyover Bridge,72.5783437,23.0106304,72.5839714,23.0110741,14
motorway,,72.5770822,23.0108872,72.5783437,23.0106304,5
motorway,,72.5788337,22.9973466,72.5809657,23.0102083,30
motorway,,72.5913435,23.0139991,72.5927696,23.0169375,12
motorway,,72.5839714,23.0110741,72.5913435,23.0139991,14
motorway,Narol Circle,72.5879611,22.9731057,72.5884237,22.9732394,5
motorway,,72.5879611,22.9731057,72.5826171,22.9894691,43
motorway,,72.5885467,22.9725628,72.5954453,22.9298274,67
motorway,,72.5826393,22.9895784,72.5827695,22.9895661,3
motorway,,72.5826393,22.9895784,72.5785367,22.9971582,28
motorway,,72.5803017,22.993713,72.5827695,22.9895661,16
motorway,,72.5826929,22.9859103,72.5828261,22.9859507,3
motorway,Sardar Patel Ring Road,72.4980863,22.9369911,72.5034735,22.9361623,5
motorway,Sardar Patel Ring Road,72.4926751,22.9392745,72.4804774,22.953447,10
motorway,,72.4978336,22.9371355,72.4978336,22.9371355,20
motorway,Sardar Patel Ring Road,72.5364768,22.9312853,72.4979476,22.9367739,27
motorway,,72.5411168,22.9274372,72.5411168,22.9274372,21
motorway,,72.55143,22.923777,72.5514108,22.9238957,2
motorway,,72.5507374,22.9237293,72.550724,22.9238448,2
motorway,Swami Vivekananda Road,72.5927758,23.0167817,72.5914165,23.0167194,3
motorway,,72.5910374,23.0165332,72.5913435,23.0139991,7
motorway,,72.5927696,23.0169375,72.5987328,23.0225767,23
motorway,,72.5988938,23.0226492,72.5927758,23.0167817,27
motorway,,72.5826171,22.9894691,72.5826393,22.9895784,2
motorway,,72.4978832,22.9367651,72.4974739,22.9360925,6
motorway,,72.4974739,22.9360925,72.4976971,22.9368811,5
motorway,,72.4706459,22.8783309,72.4708638,22.87854,2
motorway,,72.4708638,22.87854,72.4974739,22.9360925,36
motorway,Ashram Road,72.5650801,23.0142103,72.5621996,23.0093302,27
motorway,,72.58102,23.0102102,72.5789249,22.9972188,33
motorway,,72.5914165,23.0167194,72.5910374,23.0165332,3
motorway,Aslali Circle,72.5956003,22.9296839,72.5955916,22.9293658,4
motorway,Aslali Circle,72.5955916,22.9293658,72.5951366,22.9292139,8
motorway,Aslali Circle,72.5951366,22.9292139,72.5949533,22.929388,4
motorway,Aslali Circle,72.5954453,22.9298274,72.5956003,22.9296839,6
motorway,Aslali Circle,72.5950967,22.9298194,72.5954453,22.9298274,4
motorway,Aslali Circle,72.5950098,22.9297541,72.5950967,22.9298194,3
motorway,Narol Circle,72.5886156,22.9726227,72.5881587,22.9725065,5
motorway,Narol Circle,72.5884237,22.9732394,72.5886156,22.9726227,11
motorway,Narol Circle,72.5881587,22.9725065,72.5879611,22.9731057,12
motorway,,72.5827512,22.9894568,72.5826171,22.9894691,3
motorway,,72.5827695,22.9895661,72.5827512,22.9894568,2
motorway,Sardar Patel Ring Road,72.4976971,22.9368811,72.4935541,22.9387042,5
motorway,Sardar Patel Ring Road,72.4935541,22.9387042,72.4926751,22.9392745,4
motorway,Sardar Patel Ring Road,72.4935925,22.9388047,72.4978336,22.9371355,6
motorway,Sardar Patel Ring Road,72.492739,22.9393707,72.4935925,22.9388047,3
motorway,,72.5789249,22.9972188,72.5803017,22.993713,11
motorway,Ashram Road,72.5609086,23.0085878,72.5621232,23.0093666,5
motorway,Ashram Road,72.5621996,23.0093302,72.5609408,23.0085261,6
motorway,Netaji Subhash Chandra Road,72.5695292,23.0123469,72.5700562,23.0121906,3
motorway,Netaji Subhash Chandra Road,72.5700209,23.0120973,72.5694561,23.01226,3
motorway,,72.4523234,22.9344887,72.4484114,22.9298996,6
motorway,,72.4484114,22.9298996,72.4483681,22.9298496,2
motorway,Ahmadabad Vadodara Expressway,72.6285957,22.9884743,72.6322378,22.9863083,7
motorway,Ahmadabad Vadodara Expressway,72.6322378,22.9863083,72.6325136,22.9861457,2
motorway,Ahmadabad Vadodara Expressway,72.6325136,22.9861457,72.6367464,22.9836884,4
motorway,Ahmadabad Vadodara Expressway,72.6367464,22.9836884,72.6369362,22.9835821,2
motorway,Ahmadabad Vadodara Expressway,72.6369362,22.9835821,72.6432707,22.9799869,5
motorway,Ahmadabad Vadodara Expressway,72.6431678,22.9798368,72.6368049,22.9834723,4
motorway,Ahmadabad Vadodara Expressway,72.6433436,22.9797355,72.6431678,22.9798368,2
motorway,Ahmadabad Vadodara Expressway,72.6432707,22.9799869,72.6434542,22.979881,2
motorway,Ahmadabad Vadodara Expressway,72.6434542,22.979881,72.6805077,22.9589301,9
motorway,Sarkhej-Gandhinagar Highway,72.5948044,23.1819728,72.6011157,23.1853503,10
motorway,,72.5758596,23.1714365,72.5636398,23.1645648,13
motorway,,72.5626594,23.1641406,72.5635698,23.16465,2
motorway,,72.5635698,23.16465,72.5757482,23.1715479,11
motorway,Sarkhej-Gandhinagar Highway,72.5537163,23.1559628,72.5448983,23.1424123,18
motorway,,72.5636398,23.1645648,72.5627434,23.1640621,2
motorway,,72.5451948,23.1432691,72.5535065,23.1560533,15
motorway,Sardar Patel Ring Road,72.660852,22.9693722,72.6601863,22.9663774,2
motorway,Sardar Patel Ring Road,72.6565498,22.9573275,72.6400887,22.9411538,16
motorway,Sardar Patel Ring Road,72.6870281,23.0929334,72.6872385,23.0892797,5
motorway,Sardar Patel Ring Road,72.6089692,22.9312374,72.6088086,22.9311906,2
motorway,Sardar Patel Ring Road,72.6610264,22.9701326,72.660852,22.9693722,2
motorway,Sardar Patel Ring Road,72.6609477,22.9701669,72.6716062,23.0199443,39
motorway,Sardar Patel Ring Road,72.6874399,23.085432,72.6894305,23.0662283,23
motorway,Sardar Patel Ring Road,72.6400887,22.9411538,72.635177,22.938281,3
motorway,,72.6734604,23.1117966,72.676713,23.1183442,18
motorway,Sardar Patel Ring Road,72.6089548,22.9313687,72.6351371,22.9383534,17
motorway,,72.6566403,22.9573386,72.6566403,22.9573386,23
motorway,Sardar Patel Ring Road,72.6400314,22.9412058,72.6563228,22.9574729,18
motorway,Sardar Patel Ring Road,72.6868227,23.0939163,72.6869165,23.0934825,2
motorway,Sardar Patel Ring Road,72.660771,22.969412,72.6609477,22.9701669,2
motorway,Sardar Patel Ring Road,72.6565625,22.9578041,72.6601014,22.966389,9
motorway,Sardar Patel Ring Road,72.689208,23.0662262,72.6873303,23.0854187,23
motorway,Sardar Patel Ring Road,72.6351371,22.9383534,72.6400314,22.9412058,2
motorway,Sardar Patel Ring Road,72.6718667,23.0203983,72.666073,22.9978702,15
motorway,,72.6893813,23.0659178,72.6893813,23.0659178,20
motorway,Sardar Patel Ring Road,72.6087765,22.931318,72.6089548,22.9313687,2
motorway,Sardar Patel Ring Road,72.6871194,23.0890287,72.6869244,23.0929094,5
motorway,Sardar Patel Ring Road,72.635177,22.938281,72.6089692,22.9312374,17
motorway,Sardar Patel Ring Road,72.6867604,23.0934658,72.6867023,23.0937036,2
motorway,Sardar Patel Ring Road,72.6601014,22.966389,72.660771,22.969412,3
motorway,Sardar Patel Ring Road,72.6601863,22.9663774,72.6568025,22.9576524,8
motorway,S P Ring Road,72.53921,23.1365414,72.5460854,23.1357614,9
motorway,Sardar Patel Ring Road,72.590952,23.1292793,72.6142302,23.1193373,14
motorway,Sardar Patel Ring Road,72.6140143,23.1190347,72.5909158,23.1291429,12
motorway,S P Ring Road,72.5605085,23.1338765,72.5513603,23.1351016,10
motorway,S P Ring Road,72.5513673,23.1351795,72.5605162,23.1339727,9
motorway,S P Ring Road,72.5796655,23.1313023,72.5605085,23.1338765,10
motorway,S P Ring Road,72.5605162,23.1339727,72.5796887,23.131436,7
motorway,,72.6454471,22.9442679,72.645366,22.9443637,2
motorway,,72.6442708,22.9435952,72.644191,22.9436861,2
motorway,,72.5078293,23.1210296,72.5078293,23.1210296,21
motorway,S P Ring Road,72.5082086,23.1211324,72.53921,23.1365414,20
motorway,Ahmadabad Vadodara Expressway,72.6944235,22.951264,72.6806516,22.9586691,4
motorway,Ahmadabad Vadodara Expressway,72.694494,22.9514432,72.69465,22.95136,2
motorway,Ahmadabad Vadodara Expressway,72.6945577,22.9511917,72.6944235,22.951264,2
motorway,Ahmadabad Vadodara Expressway,72.69465,22.95136,72.6986962,22.9491799,3
motorway,NH48,72.6929326,23.1471205,72.6908398,23.1437982,5
motorway,NH48,72.7221912,23.2104124,72.7178704,23.2036899,11
motorway,Ahmadabad Vadodara Expressway,72.6994074,22.9485789,72.698606,22.9490106,2
motorway,Ahmadabad Vadodara Expressway,72.6986962,22.9491799,72.6994708,22.9487613,2
motorway,Ahmadabad Vadodara Expressway,72.698606,22.9490106,72.6945577,22.9511917,2
motorway,Ahmadabad Vadodara Expressway,72.6994708,22.9487613,72.7237455,22.9351242,6
motorway,Ahmadabad Vadodara Expressway,72.75,22.9219196,72.7416263,22.9260441,3
motorway,,72.7097557,23.0164611,72.7259231,23.0060143,18
motorway,,72.7258237,23.005946,72.7096959,23.0163646,19
motorway,,72.7497333,23.0047494,72.7495161,23.0047312,2
motorway,,72.7096959,23.0163646,72.7095115,23.0164568,2
motorway,,72.7495168,23.0048413,72.7497381,23.0048602,2
motorway,,72.7095673,23.016556,72.7097557,23.0164611,2
motorway,,72.7263178,23.0053108,72.7258237,23.005946,2
motorway,,72.7259231,23.0060143,72.7264053,23.0053861,2
motorway,,72.7495161,23.0047312,72.7304351,23.0017867,26
motorway,,72.7264053,23.0053861,72.7305463,23.0018717,9
motorway,,72.7497381,23.0048602,72.75,23.0048827,2
motorway,Gandhinagar-Sarkhej Highway,72.610606,23.1902363,72.6011752,23.1852294,8
motorway,Ahmadabad Vadodara Expressway,72.7410884,22.926476,72.7417062,22.9261723,2
motorway,Ahmadabad Vadodara Expressway,72.7416263,22.9260441,72.7410205,22.9263427,2
motorway,Ahmadabad Vadodara Expressway,72.7410205,22.9263427,72.7333593,22.930118,3
motorway,Ahmadabad Vadodara Expressway,72.7417062,22.9261723,72.75,22.9221066,3
motorway,Ahmadabad Vadodara Expressway,72.6635635,22.968151,72.6598258,22.9703017,3
motorway,Ahmadabad Vadodara Expressway,72.6598258,22.9703017,72.6433436,22.9797355,5
motorway,Vaishnodevi Circle,72.5427318,23.1361248,72.5427318,23.1361248,23
motorway,Ahmadabad Vadodara Expressway,72.6805077,22.9589301,72.6806922,22.9588308,2
motorway,Ahmadabad Vadodara Expressway,72.6806922,22.9588308,72.694494,22.9514432,3
motorway,Ahmadabad Vadodara Expressway,72.6804296,22.9587889,72.6635635,22.968151,4
