latitude,longitude,ev_adoption_percent,avg_income,population_density,traffic_density,competition_count,accessibility_meters,traffic_flow_daily,distance_gap_km,fuel_station_count,rest_stop_count,risk_index,score
23.324442768626668,72.41028344288863,34.08,64027.0,9771.0,1359.0,3,1644.0,22508.0,3.2,3,3,9.52,41.19
23.33281601653728,72.3884766008146,22.08,65656.0,27446.0,4034.0,4,2203.0,15409.0,7.29,2,9,6.99,59.13
23.25419867405823,72.69814438793907,13.53,49830.0,7560.0,2626.0,4,551.0,45727.0,6.73,3,2,7.55,42.97
23.002306884586687,72.51993748188403,5.77,60392.0,8843.0,3720.0,1,2431.0,86274.0,5.39,3,4,7.58,44.23
22.898836057003194,72.71238338576437,6.99,46515.0,8133.0,4540.0,2,374.0,14703.0,2.28,3,6,0.61,46.78
23.19211651325608,72.38267817039946,9.44,82804.0,10177.0,1731.0,4,271.0,26414.0,1.11,2,5,2.03,40.53
23.070076246869803,72.5076451689153,10.28,85705.0,5120.0,2561.0,2,298.0,24218.0,0.33,5,3,4.91,38.43
22.91101911742239,72.61974564618767,30.07,28076.0,8217.0,1138.0,5,1441.0,7774.0,1.03,3,1,3.68,36.09
23.09758845505564,72.74536158241948,20.52,46410.0,13632.0,2970.0,1,1957.0,20041.0,2.48,2,1,4.11,44.07
22.86719426055761,72.50937625146602,19.27,35069.0,13582.0,3220.0,1,929.0,66268.0,4.5,3,2,7.81,59.20271410019237
23.304660201039397,72.6629456882185,5.79,52000.0,12516.0,2854.0,2,2445.0,31299.0,0.7,4,5,0.15,40.65
22.97938999080001,72.7929888741181,30.38,63331.0,21024.0,1729.0,4,1097.0,26639.0,1.26,4,6,6.6,49.33
23.181261142176997,72.65793159409115,25.85,36007.0,13904.0,6000.0,2,393.0,15537.0,1.61,2,2,0.0,58.87
23.005855538044703,72.46647973737682,4.23,46563.0,20687.0,2420.0,5,1176.0,42644.0,5.13,4,3,0.63,48.91
23.110034010588908,72.36220039077827,25.36,44921.0,28000.0,6000.0,1,1704.0,22028.0,5.0,5,2,4.08,67.0
23.12335513967164,72.78504943695046,19.94,69145.0,16938.0,1143.0,2,2084.0,19373.0,4.5,3,2,8.41,40.66
22.942427227762764,72.36063470542518,4.7,66387.0,5135.0,3395.0,2,1158.0,40523.0,2.15,2,5,1.45,41.4
23.33479231388228,72.7873508363421,17.12,50565.0,12769.0,4101.0,6,1492.0,26524.0,3.09,2,2,5.55,43.27
23.23756641168056,72.6144685670136,17.99,68536.0,11830.0,1158.0,3,683.0,16839.0,0.95,2,3,6.79,36.08
23.319749470782096,72.81953384925644,7.47,54066.0,22882.0,2042.0,2,1622.0,42191.0,1.97,2,6,2.3,58.16859793923054
23.297413675213825,72.74939161788683,33.21,59567.0,10372.0,876.0,0,2465.0,30743.0,7.2,4,5,5.12,51.13
23.148949989405544,72.84896705526667,30.05,98469.0,6994.0,4637.0,1,142.0,42439.0,7.84,2,6,9.11,61.1
23.31093711751156,72.52535590772585,24.08,91809.0,8478.0,2253.0,2,2219.0,27223.0,5.25,3,1,5.12,46.47
22.89424625102596,72.73359414446556,17.26,39008.0,5250.0,1363.0,3,1414.0,89640.0,7.35,2,1,1.57,69.56153408753272
22.947991431209573,72.55096545680462,15.59,81595.0,1295.0,4131.0,2,645.0,10903.0,5.21,4,7,6.28,46.08
22.87261364445527,72.58993781015195,23.48,81228.0,27510.0,2380.0,1,2388.0,84492.0,0.46,6,8,5.92,72.30029370886552
23.012665165381637,72.66375273160918,20.0,42035.0,11108.0,3817.0,4,1219.0,21016.0,7.97,5,1,0.27,56.21
23.044338644844743,72.78683855709316,4.06,81376.0,5549.0,3078.0,3,843.0,11266.0,0.97,4,4,0.91,38.85
22.98567451588695,72.84204173459965,18.91,95759.0,23900.0,1242.0,3,470.0,32224.0,5.52,3,5,1.57,58.77
23.264368754575965,72.73413670693225,28.61,42549.0,25895.0,1692.0,2,626.0,50078.0,2.17,5,3,1.36,74.28999229984478
23.0283766633468,72.55888339108365,17.15,46650.0,12038.0,1388.0,1,2085.0,35624.0,3.26,0,3,2.59,41.03
22.990467254843693,72.56067850113853,3.71,85353.0,4969.0,1090.0,5,1544.0,9826.0,5.24,4,2,4.54,31.95
23.121348041579125,72.71879115079444,27.95,70430.0,8590.0,715.0,0,2285.0,10525.0,3.6,2,3,3.72,42.16
22.92046211248738,72.46938857288414,8.65,76030.0,9791.0,6000.0,4,595.0,11858.0,2.15,3,4,8.91,42.94
23.25109849037702,72.4052370565657,10.53,71812.0,11303.0,2823.0,1,320.0,19985.0,2.81,4,6,6.12,44.2
22.887275321839887,72.52731107882039,7.44,72814.0,5963.0,3067.0,5,35.0,12969.0,2.86,6,1,8.76,34.94
23.34344346830026,72.49361949582703,12.9,38471.0,17627.0,4389.0,2,1279.0,24965.0,7.68,4,3,5.27,54.11
23.23612238464833,72.49815406022799,26.97,85946.0,2796.0,1681.0,3,2496.0,8793.0,6.43,2,3,0.9,45.99
22.94935784076709,72.46680387552495,19.14,88392.0,19047.0,923.0,5,1744.0,25848.0,3.78,3,5,4.63,45.4
22.852761058561804,72.37104659481818,8.76,60412.0,21041.0,3629.0,1,785.0,34661.0,1.76,1,8,8.22,45.97
23.257730714227417,72.3589369673667,30.97,64130.0,9052.0,1033.0,3,2195.0,50020.0,6.53,5,3,1.94,52.6
23.20342867192381,72.84386119486801,31.03,34378.0,10635.0,3581.0,1,1959.0,31931.0,1.43,4,4,0.91,52.56
23.21450358402049,72.56388656686792,30.73,75285.0,22340.0,823.0,3,58.0,55387.0,1.84,2,3,3.29,55.84
23.23563517334297,72.54216332357983,9.88,76441.0,15279.0,981.0,0,2046.0,31960.0,3.05,4,4,3.89,41.8
22.887022325867047,72.68982364134654,16.89,63756.0,9226.0,1576.0,4,765.0,14135.0,7.07,2,5,3.06,45.96
23.02923286427214,72.45912694393253,34.5,87487.0,9819.0,3505.0,1,391.0,23618.0,1.23,3,2,1.35,57.55
22.907934529762567,72.8249805919751,27.48,58318.0,14208.0,5652.0,3,581.0,19425.0,1.15,2,2,2.51,56.59
23.2815517129378,72.74317250720777,2.9,76292.0,26282.0,3064.0,2,1182.0,29718.0,4.05,0,2,6.82,45.84
23.16164906341378,72.39470550115612,4.15,44607.0,9981.0,1616.0,2,1074.0,7387.0,2.36,1,6,3.86,32.94
23.015449012426327,72.55879038789246,17.31,64529.0,9076.0,4002.0,5,736.0,52858.0,4.64,3,5,6.33,49.03
22.881779175143013,72.78955915378107,32.0,61513.0,11262.0,804.0,7,447.0,39677.0,3.72,3,4,5.36,46.02
23.005491160857837,72.8223660111457,19.78,69506.0,11297.0,1288.0,5,1910.0,28435.0,3.59,7,3,5.49,41.3
23.01259166101337,72.58370075562493,18.43,57609.0,12962.0,2519.0,4,2475.0,87307.0,1.07,3,7,2.49,47.49
23.214803089169035,72.65670569460535,5.48,62371.0,10653.0,3697.0,4,1949.0,65939.0,1.3,2,3,5.22,38.96
23.16877873567761,72.43351697304603,23.67,81521.0,19609.0,2106.0,2,754.0,37779.0,6.6,3,3,0.24,62.26
23.293606371288163,72.84558431306849,29.13,56265.0,6693.0,1969.0,4,627.0,29035.0,7.11,5,4,4.32,51.81
23.086107462580976,72.46583585069172,14.55,32868.0,13691.0,2041.0,3,560.0,24890.0,2.03,4,5,5.73,40.42
22.909797122969152,72.82136588706756,27.6,99992.0,13963.0,4368.0,1,359.0,23895.0,1.08,4,7,1.82,61.41
23.2066223936115,72.67482332449617,33.83,92629.0,7034.0,1448.0,2,1387.0,19074.0,0.62,0,4,2.57,45.17
23.23039252430845,72.65386839743942,8.72,39155.0,13623.0,1230.0,6,1521.0,19144.0,4.94,4,2,2.2,38.18
23.13063859878475,72.60634425550825,19.27,78794.0,14148.0,2021.0,4,1770.0,27571.0,5.78,9,8,0.71,56.09
23.23548358997728,72.46533490585887,11.48,54941.0,1994.0,4708.0,1,1707.0,48172.0,3.11,1,5,3.48,43.97
23.0968977981822,72.43826401600275,28.16,70270.0,6333.0,1558.0,2,745.0,27405.0,5.5,2,2,9.79,42.34
23.111366414691,72.46024310453508,21.06,70884.0,23264.0,2037.0,0,839.0,12599.0,5.76,2,8,3.54,58.01
23.063770509179275,72.44321913107213,22.94,60312.0,7985.0,794.0,1,1710.0,24226.0,7.5,3,4,4.61,45.69
22.86270956337205,72.73979223678337,28.33,49325.0,5541.0,2090.0,3,887.0,16264.0,0.71,4,3,6.53,38.68
22.90394571349665,72.52506262958336,15.07,51189.0,3476.0,2743.0,2,547.0,59686.0,1.7,6,4,6.48,41.19
22.865714592843368,72.37892133828169,32.2,46676.0,5999.0,1034.0,4,948.0,7737.0,0.73,8,5,9.5,36.04
23.16820520563189,72.8345513150704,19.59,48364.0,10416.0,4372.0,3,695.0,28837.0,6.97,2,3,8.58,49.41
23.007177990538164,72.79189294248171,7.21,63656.0,5307.0,2723.0,3,239.0,15367.0,6.38,6,6,7.94,40.95
23.10428534558235,72.8138761415976,24.96,50685.0,15379.0,1717.0,6,2079.0,24875.0,4.68,4,4,9.52,40.44
23.30378323696305,72.84745391132321,28.18,78641.0,6962.0,2735.0,2,2136.0,28604.0,0.85,8,1,2.31,47.84
22.97464611457444,72.43694762460974,12.45,94745.0,13012.0,3169.0,6,565.0,43705.0,2.33,0,3,6.17,43.05
23.05519146151781,72.54812100945132,30.29,53399.0,21618.0,639.0,1,181.0,22610.0,2.52,1,5,8.87,47.06
23.227775569271525,72.72911923785205,31.9,69788.0,20953.0,2797.0,4,1852.0,28158.0,4.57,6,5,6.24,56.83
22.96439908274581,72.69801030902688,11.14,74994.0,12899.0,4616.0,1,545.0,53059.0,2.21,2,7,9.77,47.25
22.8884899549144,72.42694795316993,34.46,74440.0,5770.0,1435.0,4,996.0,52985.0,0.77,3,2,1.0,48.46
22.99487572645689,72.7579165624953,6.64,66519.0,10795.0,1740.0,4,179.0,76416.0,5.9,1,1,4.39,44.74
22.930610643627,72.46222028591832,8.67,79854.0,13114.0,1925.0,4,581.0,16918.0,2.53,3,4,9.77,34.85
23.31484882617129,72.4619088074113,8.08,74645.0,28000.0,3720.0,1,1986.0,77050.0,3.73,1,4,3.8,96.551390003677
23.25406018978221,72.6184872114467,31.5,40247.0,3454.0,1160.0,4,2015.0,24075.0,1.2,2,6,7.4,33.51
23.16670187825521,72.64646996742084,23.59,82383.0,10816.0,3085.0,4,534.0,58717.0,6.46,4,4,0.3,77.13651275266476
23.28573029509386,72.6400431039189,7.02,82746.0,15105.0,1948.0,1,853.0,42777.0,4.61,6,2,6.95,65.10747790351621
23.25183603844956,72.39574341869887,16.53,49734.0,11722.0,5799.0,2,353.0,21958.0,7.23,2,5,9.35,53.41
22.943285029443015,72.78873043131519,22.3,65759.0,12392.0,2018.0,2,204.0,69189.0,4.06,2,5,3.83,75.7269371605094
23.29627949924499,72.48280002129435,4.75,78667.0,7200.0,401.0,2,2481.0,55560.0,7.54,2,2,0.21,59.83291952710003
23.119671120957825,72.4147574606414,31.12,60814.0,17475.0,3420.0,4,1646.0,13818.0,7.16,4,7,0.28,63.66
23.25372007758203,72.79437403993448,28.52,86460.0,11299.0,2995.0,0,1364.0,22932.0,4.7,3,1,8.92,49.49
23.298045649961747,72.82782574911487,18.67,112277.0,12369.0,2655.0,2,1918.0,39906.0,7.48,6,3,7.23,53.12
23.00900173748593,72.78106380863272,33.92,49280.0,18398.0,4545.0,2,2103.0,12456.0,2.72,3,4,1.07,59.79
22.90502596226384,72.75475803736244,15.79,37379.0,9378.0,712.0,3,2021.0,27032.0,3.05,2,2,0.55,37.33
22.96396758127097,72.67762099031951,34.48,71076.0,20389.0,1301.0,2,61.0,48187.0,0.55,2,3,8.05,68.46791750193759
23.06355389431313,72.62542868530457,24.04,79431.0,5198.0,2333.0,0,483.0,27022.0,4.8,5,5,8.1,47.56
23.259007382961247,72.3934933799557,22.94,60383.0,12732.0,2572.0,3,1644.0,31964.0,5.83,3,7,1.21,54.53
23.28036529162817,72.55422660653534,7.48,94065.0,6949.0,2131.0,5,952.0,7797.0,6.23,7,4,3.02,43.76
22.8534760652656,72.53634425850615,31.1,38228.0,5941.0,803.0,4,2457.0,46363.0,1.37,2,1,7.8,32.76
23.105373651288783,72.47987689188015,16.11,78858.0,26130.0,1751.0,4,1670.0,35691.0,3.66,4,6,5.25,51.0
23.05870550157439,72.71171005684428,7.35,52883.0,5364.0,5575.0,3,2392.0,26913.0,1.58,2,4,9.57,33.81
22.961053905235367,72.59793786753939,2.42,99388.0,11414.0,1123.0,2,520.0,58256.0,5.36,2,2,4.81,42.71
22.90993268366684,72.39052310795381,20.47,104850.0,5117.0,2302.0,2,2163.0,30304.0,1.43,2,3,6.77,38.23
23.01880758570181,72.4600916009749,19.4,49667.0,19768.0,3092.0,2,817.0,28619.0,7.25,4,2,5.1,56.08
23.32145485195626,72.6916293818298,25.74,54009.0,8877.0,3659.0,2,2474.0,57728.0,2.0,3,4,9.43,43.05
23.01160146601038,72.38806542974514,31.38,82192.0,18350.0,3410.0,4,411.0,36405.0,2.47,6,3,3.99,60.1
23.109395310871683,72.77560345702437,4.62,57257.0,14848.0,1671.0,3,1301.0,15694.0,6.84,4,3,2.3,44.01
23.20150947944759,72.59757326350699,26.14,64092.0,28000.0,1297.0,3,1986.0,16801.0,3.78,2,7,3.27,54.06
23.031814801189647,72.59029328866332,8.18,65508.0,4502.0,5825.0,5,1093.0,19378.0,0.39,2,6,8.53,36.11
23.335891041360483,72.64620389232975,30.32,26607.0,6302.0,3863.0,3,1181.0,47466.0,4.06,4,2,4.98,50.28
23.331223647471056,72.76234048296257,29.03,64723.0,17859.0,2434.0,5,2466.0,44914.0,0.86,5,4,3.54,49.46
22.975891147912684,72.5239046039511,19.85,51205.0,13046.0,4983.0,5,1075.0,31654.0,7.89,1,2,5.44,54.31
23.098624252946195,72.68900807627952,25.44,55138.0,9744.0,793.0,2,1518.0,16925.0,4.79,1,5,1.33,45.72
23.000439154908385,72.6328659819979,12.37,93873.0,27477.0,927.0,0,155.0,23749.0,2.2,4,1,0.05,55.3
22.992420247188736,72.4835141350847,17.55,39870.0,11004.0,411.0,4,2109.0,54812.0,4.6,3,3,2.81,56.043378913609594
22.868443473677267,72.78931499317757,29.11,81264.0,7101.0,2554.0,3,1627.0,26557.0,0.8,3,4,6.05,42.95
23.15478216698995,72.74871301080346,17.16,59421.0,18460.0,2626.0,2,1022.0,25979.0,6.44,2,2,7.12,49.24
23.101339511614437,72.6792259173292,13.81,59405.0,11197.0,866.0,4,60.0,20223.0,7.42,4,0,8.27,40.11
22.875739375624995,72.77529086454712,18.31,80807.0,11652.0,3784.0,0,1487.0,48225.0,7.02,4,5,9.27,53.16
22.989323232118306,72.7836471004799,29.33,71801.0,15480.0,555.0,1,51.0,18608.0,2.87,4,11,4.12,52.99
23.30413294298333,72.7041814883575,13.06,76412.0,15783.0,2888.0,2,23.0,41819.0,2.74,2,3,7.41,58.06004165222225
22.969780945333486,72.76850666418183,7.73,84364.0,6253.0,3274.0,2,1548.0,22095.0,0.47,5,4,0.75,41.65
22.92244743604561,72.69873573083464,25.5,58374.0,9447.0,2536.0,2,489.0,37876.0,5.28,6,4,0.58,57.51
23.094726380138784,72.69007038588015,29.26,52755.0,4848.0,779.0,4,496.0,33240.0,4.37,1,0,1.25,44.6
23.3428252270553,72.65930568910758,5.32,43297.0,13145.0,4519.0,5,1640.0,27867.0,3.78,4,2,4.49,42.33
22.971027635755757,72.72635831977881,9.92,48492.0,25900.0,1706.0,0,153.0,24184.0,7.28,4,8,2.11,58.99
23.18606777370294,72.42930255264653,6.69,123982.0,6404.0,1710.0,0,797.0,35010.0,1.51,4,3,2.87,42.18
23.23080980766436,72.79043537959946,13.48,89894.0,4304.0,1501.0,2,391.0,33056.0,0.28,6,1,6.48,35.75
22.9688187719962,72.78592176387261,16.86,37979.0,7751.0,3477.0,3,1459.0,20777.0,0.77,3,5,3.59,40.09
23.21410817430593,72.36462364151727,26.71,38551.0,9699.0,1656.0,1,1661.0,50981.0,1.94,3,4,5.57,43.34
23.033891566359628,72.76290837528238,23.49,74637.0,15853.0,1051.0,2,1808.0,45420.0,0.46,5,5,4.12,56.78514731608577
23.16615291529679,72.41443493373671,22.49,75945.0,9165.0,4034.0,1,653.0,17129.0,4.12,2,3,1.69,54.66
23.16676485538045,72.51755942712957,13.63,75978.0,13266.0,2269.0,2,241.0,18279.0,2.65,1,4,0.74,47.88
23.11788734203738,72.7217541281458,29.77,59901.0,8385.0,4114.0,1,215.0,9377.0,1.61,2,5,2.36,53.57
22.895144885027207,72.43037994802415,17.55,62491.0,9984.0,2371.0,3,1077.0,43177.0,6.05,4,5,0.58,53.19
23.26765124779462,72.75898351205953,34.31,71558.0,6968.0,1436.0,6,2366.0,24757.0,1.79,3,4,6.19,39.27
23.01039003248587,72.76606708897887,22.93,66718.0,5761.0,623.0,4,560.0,28983.0,5.56,1,3,7.96,38.21
22.94325925519993,72.60373386688042,6.17,20614.0,16138.0,2561.0,2,657.0,17909.0,2.92,5,2,3.4,41.42
22.870387570777385,72.35319293585842,24.31,60404.0,8705.0,1928.0,2,270.0,29015.0,4.19,1,6,3.87,48.43
23.145446471594123,72.49351906658745,12.73,47972.0,13758.0,3560.0,0,1522.0,34022.0,7.48,5,6,8.16,50.41
23.18878218092114,72.65846345918787,24.65,68504.0,6906.0,1607.0,2,1706.0,13405.0,0.49,2,9,2.23,41.69
22.85829391446393,72.84059308901371,4.3,124705.0,11041.0,2938.0,2,1614.0,33638.0,4.1,1,2,1.19,46.84
23.10604652914964,72.66590676350833,7.77,72350.0,2840.0,2313.0,0,2156.0,32740.0,6.86,4,4,5.01,40.78
22.96324788759897,72.47990179053207,30.24,58729.0,9059.0,1354.0,3,1226.0,56360.0,4.79,2,3,6.46,47.0
23.172586395204725,72.6670028515498,9.5,83436.0,7325.0,1689.0,2,353.0,34694.0,2.36,3,6,6.0,39.17
22.937183214502497,72.61999268985792,29.62,74654.0,19373.0,913.0,2,738.0,16824.0,3.3,2,8,7.14,49.66
23.195468869051236,72.73992269757557,11.22,73402.0,5241.0,6000.0,3,1663.0,17646.0,5.51,1,1,0.57,50.93
23.04336767315027,72.40349031941348,23.22,77137.0,10203.0,2902.0,1,1541.0,32522.0,7.15,3,5,4.28,54.64
23.31836499436837,72.73051395125101,24.91,106131.0,13063.0,869.0,7,1337.0,24352.0,0.52,4,2,2.39,42.83
22.918760472073,72.62063328933804,18.92,42382.0,18037.0,5878.0,3,1714.0,41547.0,0.76,2,3,7.59,48.81
23.02053317552513,72.8314960019295,12.08,74473.0,16811.0,1112.0,5,1601.0,13082.0,2.74,3,1,8.73,33.21
22.90673676062029,72.52093608301934,9.02,46472.0,10633.0,1590.0,1,2206.0,44123.0,2.02,4,3,2.81,37.98
23.31234680913928,72.66631094656697,3.1,76110.0,11424.0,2015.0,4,1473.0,31963.0,2.27,6,8,0.95,42.32
23.288669676690493,72.81601405275501,12.03,46626.0,19364.0,2347.0,1,1951.0,57069.0,1.93,2,5,2.53,60.997913095470686
22.97897081385758,72.40125486399533,23.55,56653.0,10526.0,3506.0,2,637.0,27436.0,1.73,5,4,1.04,52.99
23.179992023017093,72.81861424361821,32.96,59098.0,12059.0,514.0,1,1702.0,17226.0,1.22,2,9,3.22,45.52
23.25861110010061,72.6939428611504,30.75,84516.0,19680.0,2369.0,3,2257.0,16272.0,7.48,4,3,5.38,57.22
23.127600405799733,72.38391852955257,27.28,83369.0,28000.0,1951.0,3,977.0,34696.0,1.32,2,2,9.74,49.78
23.114825289178004,72.5004817834734,28.02,40086.0,12592.0,2588.0,4,1952.0,14435.0,1.79,1,7,3.99,43.78
22.97092614545023,72.70408604432264,23.94,66099.0,14357.0,1892.0,2,1817.0,76692.0,2.12,7,1,2.2,65.07108658537314
22.896551383902956,72.38367530073438,10.59,50808.0,16561.0,1737.0,2,168.0,26868.0,7.48,3,2,1.67,51.64
23.298607878976664,72.64108523008814,31.94,39830.0,19587.0,2159.0,3,1462.0,60130.0,6.09,6,0,1.73,82.02599157375121
23.300209028581666,72.52294152847648,24.13,60660.0,18261.0,5699.0,3,343.0,10910.0,6.36,6,2,1.93,66.46
23.16655072863664,72.66045775888374,20.49,58830.0,8032.0,1759.0,3,2419.0,5895.0,1.02,7,6,7.62,34.33
23.019514895524352,72.37287101690625,5.66,113534.0,13023.0,4405.0,2,2032.0,19462.0,6.72,3,2,0.61,54.25
23.02460478730633,72.78576840307618,16.75,73659.0,18324.0,2524.0,2,292.0,35823.0,3.38,4,5,9.97,47.29
23.212977839435123,72.83674448458869,17.19,37448.0,21633.0,2454.0,4,322.0,30995.0,2.25,4,7,5.23,48.95
23.29855512997629,72.83443892764284,30.53,53705.0,10213.0,2603.0,2,1494.0,21117.0,4.69,1,5,5.44,48.75
23.29354321213256,72.72482591587146,20.04,85428.0,12863.0,3086.0,2,875.0,35559.0,6.61,9,4,3.58,59.38
23.23993777292881,72.4150431200653,14.55,106769.0,13620.0,1845.0,2,107.0,25567.0,6.27,2,2,6.9,48.54
23.171015823077145,72.72913159796451,34.23,33280.0,11228.0,4236.0,1,1363.0,14694.0,7.14,1,4,4.71,57.42
22.892069982497524,72.3622934582294,5.65,27402.0,12695.0,3091.0,0,982.0,64674.0,7.44,3,4,3.29,75.33698279527962
22.930814357047307,72.3610617757645,15.94,102419.0,2734.0,971.0,2,271.0,5615.0,2.06,3,5,2.65,39.32
23.29927709426354,72.51180510957477,3.39,72792.0,28000.0,404.0,5,2009.0,33303.0,3.51,3,4,9.26,35.91
23.1532145298298,72.59432159520233,26.42,47634.0,9990.0,5602.0,4,2289.0,29992.0,0.31,2,2,2.91,48.42
22.85459852580832,72.7352037089039,32.3,75693.0,10400.0,2651.0,3,1896.0,30397.0,7.06,3,7,4.36,56.25
22.900735771433016,72.69164768830325,11.24,18000.0,4018.0,888.0,5,2060.0,48799.0,1.41,4,5,3.5,29.13
23.18175088455403,72.57295135318837,30.33,65068.0,3598.0,1757.0,0,557.0,16006.0,6.92,1,6,0.86,54.16
22.85253079192311,72.48681333314083,11.64,71556.0,14108.0,3862.0,0,674.0,15530.0,2.77,1,1,1.86,49.36
22.93040402570875,72.84856225007886,32.06,83485.0,18361.0,2081.0,3,537.0,48862.0,3.07,3,2,1.9,59.58
23.12436689468329,72.56309065111797,26.88,44722.0,16702.0,2198.0,0,1917.0,39613.0,0.51,4,5,6.94,45.77
23.19594759884635,72.57569351216483,28.56,66714.0,6895.0,3464.0,1,2371.0,58434.0,2.75,3,5,4.07,51.08
23.1759806297513,72.43181191059583,2.59,46492.0,16215.0,2801.0,1,1798.0,26236.0,7.13,0,6,7.82,40.96
22.96213465473028,72.74740477437496,33.77,70108.0,10314.0,3221.0,3,2206.0,25788.0,0.4,6,4,7.09,46.33
23.206089610673768,72.69684111289074,25.98,47093.0,9006.0,3444.0,3,1604.0,46280.0,3.37,6,3,1.92,52.77
22.9686245437484,72.46038480639437,12.06,56838.0,4931.0,1462.0,2,981.0,54321.0,0.44,1,2,5.63,32.66
23.012699849079635,72.39119052280792,29.37,45084.0,7384.0,1553.0,2,1076.0,14799.0,3.09,3,4,7.43,40.53
23.22324570255901,72.69024965103735,11.29,78023.0,14274.0,1349.0,2,207.0,74573.0,1.55,2,5,6.33,63.45871812457707
23.174816449523608,72.67725560714057,30.8,82169.0,12953.0,1609.0,0,98.0,22857.0,2.17,3,1,6.0,49.89
23.27461170524709,72.4866297634991,5.72,60308.0,11994.0,2146.0,2,1745.0,33140.0,7.05,3,9,7.4,42.19
